string,strike_price,icici_symbol,right,Expiry Day,Expiry Month,Expiry Year,expiry
PNB25SEP_95CE,95,PUNBAN,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5200CE,5200,HERHON,Call,30,09,2025,2025-09-30
TATASTEEL25SEP_147.5CE,147.5,TATSTE,Call,30,09,2025,2025-09-30
ADANIGREEN25SEP_1000CE,1000,ADANIG,Call,30,09,2025,2025-09-30
MARUTI25SEP_13400CE,13400,MARUTI,Call,30,09,2025,2025-09-30
YESBANK25SEP_18CE,18,YESBAN,Call,30,09,2025,2025-09-30
HINDUNILVR25SEP_2720PE,2720,HINLEV,Put,30,09,2025,2025-09-30
BANKBARODA25SEP_227.5CE,227.5,BANBAR,Call,30,09,2025,2025-09-30
VEDL25SEP_400CE,400,VEDLIM,Call,30,09,2025,2025-09-30
COFORGE25SEP_1760PE,1760,NIITEC,Put,30,09,2025,2025-09-30
ADANIPORTS25SEP_1360CE,1360,ADAPOR,Call,30,09,2025,2025-09-30
ADANIPORTS25SEP_1360CE,1360,ADAPOR,Call,30,09,2025,2025-09-30
TITAN25SEP_3800PE,3800,TITIND,Put,30,09,2025,2025-09-30
BANKINDIA25SEP_105CE,105,BANKIND,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5250CE,5250,HERHON,Call,30,09,2025,2025-09-30
JSWSTEEL25SEP_1010CE,1010,JSWSTE,Call,30,09,2025,2025-09-30
UNIONBANK25SEP_127.5CE,127.5,UNIBAN,Call,30,09,2025,2025-09-30
HINDALCO25SEP_680CE,680,HINDAL,Call,30,09,2025,2025-09-30
SYNGENE25SEP_730PE,730,SYNINT,Put,30,09,2025,2025-09-30
LTF25SEP_197.5CE,197.5,LTFINA,Call,30,09,2025,2025-09-30
GODREJCP25SEP_1240PE,1240,GODCON,Put,30,09,2025,2025-09-30
MANAPPURAM25SEP_255CE,255,MANAFI,Call,30,09,2025,2025-09-30
BANKBARODA25SEP_257.5CE,257.5,BANBAR,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_480PE,480,KALJEW,Put,30,09,2025,2025-09-30
BRITANNIA25SEP_5550CE,5550,BRIIND,Call,30,09,2025,2025-09-30
TECHM25SEP_1500PE,1500,TECMAH,Put,30,09,2025,2025-09-30
DABUR25SEP_530PE,530,DABIND,Put,30,09,2025,2025-09-30
DALBHARAT25SEP_2420PE,2420,ODICEM,Put,30,09,2025,2025-09-30
EICHERMOT25SEP_5500CE,5500,EICMOT,Call,30,09,2025,2025-09-30
IOC25SEP_130CE,130,INDOIL,Call,30,09,2025,2025-09-30
PNBHOUSING25SEP_680CE,680,PNBHOU,Call,30,09,2025,2025-09-30
TATASTEEL25SEP_167.5CE,167.5,TATSTE,Call,30,09,2025,2025-09-30
BAJFINANCE25SEP_800CE,800,BAJFI,Call,30,09,2025,2025-09-30
PAGEIND25SEP_46000PE,46000,PAGIND,Put,30,09,2025,2025-09-30
ADANIPORTS25SEP_1320CE,1320,ADAPOR,Call,30,09,2025,2025-09-30
ADANIPORTS25SEP_1320CE,1320,ADAPOR,Call,30,09,2025,2025-09-30
DABUR25SEP_535PE,535,DABIND,Put,30,09,2025,2025-09-30
CROMPTON25SEP_360PE,360,CROGR,Put,30,09,2025,2025-09-30
BHARATFORG25SEP_1040CE,1040,BHAFOR,Call,30,09,2025,2025-09-30
SAIL25SEP_112.5CE,112.5,SAIL,Call,30,09,2025,2025-09-30
NATIONALUM25SEP_165CE,165,NATALU,Call,30,09,2025,2025-09-30
DIVISLAB25SEP_6400PE,6400,DIVLAB,Put,30,09,2025,2025-09-30
KPITTECH25SEP_1180PE,1180,KPITE,Put,30,09,2025,2025-09-30
PFC25SEP_380CE,380,POWFIN,Call,30,09,2025,2025-09-30
TCS25SEP_3220PE,3220,TCS,Put,30,09,2025,2025-09-30
SBICARD25SEP_740CE,740,SBICAR,Call,30,09,2025,2025-09-30
TATACONSUM25SEP_1070CE,1070,TATGLO,Call,30,09,2025,2025-09-30
CIPLA25SEP_1640PE,1640,CIPLA,Put,30,09,2025,2025-09-30
ICICIBANK25SEP_1420PE,1420,ICIBAN,Put,30,09,2025,2025-09-30
IREDA25SEP_125CE,125,INDREN,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_510PE,510,KALJEW,Put,30,09,2025,2025-09-30
COFORGE25SEP_1640PE,1640,NIITEC,Put,30,09,2025,2025-09-30
PERSISTENT25SEP_5600PE,5600,PERSYS,Put,30,09,2025,2025-09-30
AMBER25SEP_7100CE,7100,AMBEN,Call,30,09,2025,2025-09-30
BSE25SEP_2750PE,2750,BSE,Put,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5050CE,5050,HERHON,Call,30,09,2025,2025-09-30
COFORGE25SEP_1780PE,1780,NIITEC,Put,30,09,2025,2025-09-30
CANBK25SEP_92CE,92,CANBAN,Call,30,09,2025,2025-09-30
HINDUNILVR25SEP_2740PE,2740,HINLEV,Put,30,09,2025,2025-09-30
EICHERMOT25SEP_5600CE,5600,EICMOT,Call,30,09,2025,2025-09-30
SBIN25SEP_760CE,760,STABAN,Call,30,09,2025,2025-09-30
KPITTECH25SEP_1200PE,1200,KPITE,Put,30,09,2025,2025-09-30
MARUTI25SEP_14200CE,14200,MARUTI,Call,30,09,2025,2025-09-30
TATACONSUM25SEP_1080CE,1080,TATGLO,Call,30,09,2025,2025-09-30
BEL25SEP_345CE,345,BHAELE,Call,30,09,2025,2025-09-30
ADANIPORTS25SEP_1300CE,1300,ADAPOR,Call,30,09,2025,2025-09-30
ADANIPORTS25SEP_1300CE,1300,ADAPOR,Call,30,09,2025,2025-09-30
DELHIVERY25SEP_410CE,410,DELLIM,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5300CE,5300,HERHON,Call,30,09,2025,2025-09-30
UPL25SEP_730PE,730,UNIP,Put,30,09,2025,2025-09-30
KALYANKJIL25SEP_520PE,520,KALJEW,Put,30,09,2025,2025-09-30
TITAGARH25SEP_800CE,800,TITIN,Call,30,09,2025,2025-09-30
VBL25SEP_510PE,510,VARBEV,Put,30,09,2025,2025-09-30
BRITANNIA25SEP_5200CE,5200,BRIIND,Call,30,09,2025,2025-09-30
AXISBANK25SEP_1000CE,1000,AXIBAN,Call,30,09,2025,2025-09-30
SAMMAANCAP25SEP_115CE,115,INDHO,Call,30,09,2025,2025-09-30
ASHOKLEY25SEP_117.5CE,117.5,ASHLEY,Call,30,09,2025,2025-09-30
PNB25SEP_101CE,101,PUNBAN,Call,30,09,2025,2025-09-30
BEL25SEP_350CE,350,BHAELE,Call,30,09,2025,2025-09-30
JSWENERGY25SEP_470CE,470,JSWENE,Call,30,09,2025,2025-09-30
ADANIENSOL25SEP_860CE,860,ADATRA,Call,30,09,2025,2025-09-30
MARUTI25SEP_14100CE,14100,MARUTI,Call,30,09,2025,2025-09-30
TCS25SEP_3240PE,3240,TCS,Put,30,09,2025,2025-09-30
IREDA25SEP_130CE,130,INDREN,Call,30,09,2025,2025-09-30
PFC25SEP_370CE,370,POWFIN,Call,30,09,2025,2025-09-30
GODREJCP25SEP_1220PE,1220,GODCON,Put,30,09,2025,2025-09-30
MOTHERSON25SEP_85CE,85,MOTSUM,Call,30,09,2025,2025-09-30
GMRAIRPORT25SEP_82CE,82,GMRINF,Call,30,09,2025,2025-09-30
INDHOTEL25SEP_760PE,760,INDHOT,Put,30,09,2025,2025-09-30
IOC25SEP_134.5CE,134.5,INDOIL,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5100CE,5100,HERHON,Call,30,09,2025,2025-09-30
TECHM25SEP_1520PE,1520,TECMAH,Put,30,09,2025,2025-09-30
DIXON25SEP_14500CE,14500,DIXTEC,Call,30,09,2025,2025-09-30
ICICIBANK25SEP_1430PE,1430,ICIBAN,Put,30,09,2025,2025-09-30
BHEL25SEP_195CE,195,BHEL,Call,30,09,2025,2025-09-30
HUDCO25SEP_190CE,190,HUDCO,Call,30,09,2025,2025-09-30
INDHOTEL25SEP_770PE,770,INDHOT,Put,30,09,2025,2025-09-30
CIPLA25SEP_1660PE,1660,CIPLA,Put,30,09,2025,2025-09-30
TRENT25SEP_5800PE,5800,TRENT,Put,30,09,2025,2025-09-30
TATACONSUM25SEP_1060CE,1060,TATGLO,Call,30,09,2025,2025-09-30
KPITTECH25SEP_1140PE,1140,KPITE,Put,30,09,2025,2025-09-30
SAIL25SEP_105CE,105,SAIL,Call,30,09,2025,2025-09-30
TECHM25SEP_1440PE,1440,TECMAH,Put,30,09,2025,2025-09-30
RECLTD25SEP_330CE,330,RURELE,Call,30,09,2025,2025-09-30
DIVISLAB25SEP_5800PE,5800,DIVLAB,Put,30,09,2025,2025-09-30
LICI25SEP_850CE,850,LIC,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5000CE,5000,HERHON,Call,30,09,2025,2025-09-30
CANBK25SEP_101CE,101,CANBAN,Call,30,09,2025,2025-09-30
KPITTECH25SEP_1240PE,1240,KPITE,Put,30,09,2025,2025-09-30
COFORGE25SEP_1800PE,1800,NIITEC,Put,30,09,2025,2025-09-30
ICICIBANK25SEP_1370PE,1370,ICIBAN,Put,30,09,2025,2025-09-30
HAL25SEP_4100CE,4100,HINAER,Call,30,09,2025,2025-09-30
ADANIENSOL25SEP_700CE,700,ADATRA,Call,30,09,2025,2025-09-30
TATAELXSI25SEP_6400PE,6400,TATELX,Put,30,09,2025,2025-09-30
TATASTEEL25SEP_145CE,145,TATSTE,Call,30,09,2025,2025-09-30
M&M25SEP_3200CE,3200,MAHMAH,Call,30,09,2025,2025-09-30
HEROMOTOCO25SEP_4950CE,4950,HERHON,Call,30,09,2025,2025-09-30
TATAELXSI25SEP_6600PE,6600,TATELX,Put,30,09,2025,2025-09-30
LICI25SEP_860CE,860,LIC,Call,30,09,2025,2025-09-30
LTIM25SEP_4800CE,4800,LTINFO,Call,30,09,2025,2025-09-30
MANAPPURAM25SEP_265CE,265,MANAFI,Call,30,09,2025,2025-09-30
ADANIENT25SEP_2100CE,2100,ADAENT,Call,30,09,2025,2025-09-30
INDIANB25SEP_600CE,600,INDIBA,Call,30,09,2025,2025-09-30
TCS25SEP_3260PE,3260,TCS,Put,30,09,2025,2025-09-30
ASHOKLEY25SEP_115CE,115,ASHLEY,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_530PE,530,KALJEW,Put,30,09,2025,2025-09-30
TATACONSUM25SEP_1090CE,1090,TATGLO,Call,30,09,2025,2025-09-30
SYNGENE25SEP_710PE,710,SYNINT,Put,30,09,2025,2025-09-30
PERSISTENT25SEP_5700PE,5700,PERSYS,Put,30,09,2025,2025-09-30
DABUR25SEP_540PE,540,DABIND,Put,30,09,2025,2025-09-30
INDHOTEL25SEP_750PE,750,INDHOT,Put,30,09,2025,2025-09-30
NBCC25SEP_100CE,100,NBCC,Call,30,09,2025,2025-09-30
M&M25SEP_3300CE,3300,MAHMAH,Call,30,09,2025,2025-09-30
MARUTI25SEP_14000CE,14000,MARUTI,Call,30,09,2025,2025-09-30
HINDALCO25SEP_670CE,670,HINDAL,Call,30,09,2025,2025-09-30
ICICIBANK25SEP_1440PE,1440,ICIBAN,Put,30,09,2025,2025-09-30
NMDC25SEP_65CE,65,NATMIN,Call,30,09,2025,2025-09-30
BHEL25SEP_185CE,185,BHEL,Call,30,09,2025,2025-09-30
VEDL25SEP_464CE,464,VEDLIM,Call,30,09,2025,2025-09-30
IREDA25SEP_120CE,120,INDREN,Call,30,09,2025,2025-09-30
HINDUNILVR25SEP_2780PE,2780,HINLEV,Put,30,09,2025,2025-09-30
DALBHARAT25SEP_2500PE,2500,ODICEM,Put,30,09,2025,2025-09-30
HEROMOTOCO25SEP_5150CE,5150,HERHON,Call,30,09,2025,2025-09-30
COFORGE25SEP_1820PE,1820,NIITEC,Put,30,09,2025,2025-09-30
NYKAA25SEP_202.5CE,202.5,FSNECO,Call,30,09,2025,2025-09-30
UPL25SEP_740PE,740,UNIP,Put,30,09,2025,2025-09-30
LICI25SEP_840CE,840,LIC,Call,30,09,2025,2025-09-30
JIOFIN25SEP_315PE,315,JIOFIN,Put,30,09,2025,2025-09-30
MANAPPURAM25SEP_270CE,270,MANAFI,Call,30,09,2025,2025-09-30
UPL25SEP_670PE,670,UNIP,Put,30,09,2025,2025-09-30
KPITTECH25SEP_1320PE,1320,KPITE,Put,30,09,2025,2025-09-30
NMDC25SEP_64CE,64,NATMIN,Call,30,09,2025,2025-09-30
GODREJCP25SEP_1280PE,1280,GODCON,Put,30,09,2025,2025-09-30
M&M25SEP_3250CE,3250,MAHMAH,Call,30,09,2025,2025-09-30
BANKINDIA25SEP_122.5CE,122.5,BANKIND,Call,30,09,2025,2025-09-30
TATACONSUM25SEP_1100CE,1100,TATGLO,Call,30,09,2025,2025-09-30
PAGEIND25SEP_47000PE,47000,PAGIND,Put,30,09,2025,2025-09-30
SBIN25SEP_750CE,750,STABAN,Call,30,09,2025,2025-09-30
CANBK25SEP_98CE,98,CANBAN,Call,30,09,2025,2025-09-30
MARUTI25SEP_13900CE,13900,MARUTI,Call,30,09,2025,2025-09-30
NATIONALUM25SEP_160CE,160,NATALU,Call,30,09,2025,2025-09-30
JIOFIN25SEP_310PE,310,JIOFIN,Put,30,09,2025,2025-09-30
BEL25SEP_400CE,400,BHAELE,Call,30,09,2025,2025-09-30
CROMPTON25SEP_370PE,370,CROGR,Put,30,09,2025,2025-09-30
VBL25SEP_520PE,520,VARBEV,Put,30,09,2025,2025-09-30
INDHOTEL25SEP_780PE,780,INDHOT,Put,30,09,2025,2025-09-30
DALBHARAT25SEP_2280PE,2280,ODICEM,Put,30,09,2025,2025-09-30
HCLTECH25SEP_1460PE,1460,HCLTEC,Put,30,09,2025,2025-09-30
BANKBARODA25SEP_220CE,220,BANBAR,Call,30,09,2025,2025-09-30
HINDALCO25SEP_660CE,660,HINDAL,Call,30,09,2025,2025-09-30
EICHERMOT25SEP_5400CE,5400,EICMOT,Call,30,09,2025,2025-09-30
PIIND25SEP_3750PE,3750,PIIND,Put,30,09,2025,2025-09-30
COLPAL25SEP_2340PE,2340,COLPAL,Put,30,09,2025,2025-09-30
BANKBARODA25SEP_215CE,215,BANBAR,Call,30,09,2025,2025-09-30
UPL25SEP_750PE,750,UNIP,Put,30,09,2025,2025-09-30
MARUTI25SEP_13600CE,13600,MARUTI,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_570PE,570,KALJEW,Put,30,09,2025,2025-09-30
LTF25SEP_195CE,195,LTFINA,Call,30,09,2025,2025-09-30
SONACOMS25SEP_460PE,460,SONBLW,Put,30,09,2025,2025-09-30
CANBK25SEP_90CE,90,CANBAN,Call,30,09,2025,2025-09-30
IDEA25SEP_5CE,5,IDECEL,Call,30,09,2025,2025-09-30
CANBK25SEP_99CE,99,CANBAN,Call,30,09,2025,2025-09-30
TATACONSUM25SEP_1050CE,1050,TATGLO,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_560PE,560,KALJEW,Put,30,09,2025,2025-09-30
KPITTECH25SEP_1220PE,1220,KPITE,Put,30,09,2025,2025-09-30
HCLTECH25SEP_1480PE,1480,HCLTEC,Put,30,09,2025,2025-09-30
SONACOMS25SEP_440PE,440,SONBLW,Put,30,09,2025,2025-09-30
FORTIS25SEP_920CE,920,FORHEA,Call,30,09,2025,2025-09-30
PFC25SEP_400CE,400,POWFIN,Call,30,09,2025,2025-09-30
AMBER25SEP_8000CE,8000,AMBEN,Call,30,09,2025,2025-09-30
MOTHERSON25SEP_82.5CE,82.5,MOTSUM,Call,30,09,2025,2025-09-30
KALYANKJIL25SEP_540PE,540,KALJEW,Put,30,09,2025,2025-09-30
HINDUNILVR25SEP_2800PE,2800,HINLEV,Put,30,09,2025,2025-09-30
M&M25SEP_3150CE,3150,MAHMAH,Call,30,09,2025,2025-09-30
TECHM25SEP_1540PE,1540,TECMAH,Put,30,09,2025,2025-09-30
BANKINDIA25SEP_107.5CE,107.5,BANKIND,Call,30,09,2025,2025-09-30
MARUTI25SEP_12700CE,12700,MARUTI,Call,30,09,2025,2025-09-30
BAJFINANCE25SEP_810CE,810,BAJFI,Call,30,09,2025,2025-09-30
GODREJCP25SEP_1360PE,1360,GODCON,Put,30,09,2025,2025-09-30
GODREJCP25SEP_1260PE,1260,GODCON,Put,30,09,2025,2025-09-30
AUROPHARMA25SEP_980CE,980,AURPHA,Call,30,09,2025,2025-09-30
HCLTECH25SEP_1440PE,1440,HCLTEC,Put,30,09,2025,2025-09-30
PERSISTENT25SEP_5800PE,5800,PERSYS,Put,30,09,2025,2025-09-30
HEROMOTOCO25SEP_4900CE,4900,HERHON,Call,30,09,2025,2025-09-30
LICI25SEP_870CE,870,LIC,Call,30,09,2025,2025-09-30
ICICIBANK25SEP_1450PE,1450,ICIBAN,Put,30,09,2025,2025-09-30
COLPAL25SEP_2380PE,2380,COLPAL,Put,30,09,2025,2025-09-30
MANAPPURAM25SEP_240CE,240,MANAFI,Call,30,09,2025,2025-09-30
BPCL25SEP_290CE,290,BHAPET,Call,30,09,2025,2025-09-30
HUDCO25SEP_195CE,195,HUDCO,Call,30,09,2025,2025-09-30
JIOFIN25SEP_320PE,320,JIOFIN,Put,30,09,2025,2025-09-30
M&M25SEP_3100CE,3100,MAHMAH,Call,30,09,2025,2025-09-30
TATASTEEL25SEP_142.5CE,142.5,TATSTE,Call,30,09,2025,2025-09-30
COLPAL25SEP_2300PE,2300,COLPAL,Put,30,09,2025,2025-09-30
INDHOTEL25SEP_740PE,740,INDHOT,Put,30,09,2025,2025-09-30
BHEL25SEP_190CE,190,BHEL,Call,30,09,2025,2025-09-30
FORTIS25SEP_900CE,900,FORHEA,Call,30,09,2025,2025-09-30
UNIONBANK25SEP_120CE,120,UNIBAN,Call,30,09,2025,2025-09-30
MUTHOOTFIN25SEP_2300CE,2300,MUTFIN,Call,30,09,2025,2025-09-30
COLPAL25SEP_2360PE,2360,COLPAL,Put,30,09,2025,2025-09-30
PIIND25SEP_3700PE,3700,PIIND,Put,30,09,2025,2025-09-30
COFORGE25SEP_1860PE,1860,NIITEC,Put,30,09,2025,2025-09-30
